date,stock,todayPosition
2023-11-20,GPC,103965.0
2023-11-20,CMG,-6606.0
2023-11-20,NUE,-91131.0
2023-11-20,EQT,353870.0
2023-11-21,GPC,104010.0
2023-11-21,CMG,-6533.0
2023-11-21,NUE,-90962.0
2023-11-21,EQT,356342.0
2023-11-22,ALLE,-137151.0
2023-11-22,GPC,103919.0
2023-11-22,HSY,74956.0
2023-11-22,CMG,-6500.0
2023-11-22,NUE,-90536.0
2023-11-22,EQT,356965.0
2023-11-24,ALLE,-136483.0
2023-11-24,GPC,103693.0
2023-11-24,HSY,74557.0
2023-11-24,CMG,-6438.0
2023-11-24,NUE,-90760.0
2023-11-24,EQT,-354308.0
2023-11-27,ALLE,-136002.0
2023-11-27,GPC,103972.0
2023-11-27,HSY,74529.0
2023-11-27,CMG,-6435.0
2023-11-27,NKE,132718.0
2023-11-27,NUE,-90899.0
2023-11-27,EQT,349712.0
